Satisfaction Score,Schedule Pacing,Timestamp,Track,Year,location,week
8,3.0,6/24/2016 13:47:24,Apps,2016,SV,1
8,4.0,6/24/2016 13:47:25,Apps,2016,SV,1
8,3.0,6/24/2016 13:47:36,Apps,2016,SV,1
8,4.0,6/24/2016 13:48:00,Apps,2016,SV,1
8,4.0,6/24/2016 13:48:29,Apps,2016,SV,1
8,3.0,6/24/2016 13:48:48,Apps,2016,SV,1
8,4.0,6/24/2016 13:49:35,Apps,2016,SV,1
8,3.0,6/24/2016 13:50:37,Apps,2016,SV,1
8,4.0,6/24/2016 13:51:11,Apps,2016,SV,1
8,4.0,6/24/2016 13:51:13,Apps,2016,SV,1
8,3.0,6/24/2016 13:52:06,Apps,2016,SV,1
8,3.0,6/24/2016 13:52:21,Apps,2016,SV,1
8,5.0,6/24/2016 13:52:50,Apps,2016,SV,1
8,3.0,6/24/2016 13:53:03,Apps,2016,SV,1
8,3.0,6/24/2016 13:55:00,Apps,2016,SV,1
8,3.0,6/24/2016 13:59:24,Apps,2016,SV,1
8,4.0,6/24/2016 13:28:35,Games,2016,SV,1
8,4.0,6/24/2016 13:31:45,Games,2016,SV,1
8,4.0,6/24/2016 13:32:49,Games,2016,SV,1
8,3.0,6/24/2016 13:34:57,Games,2016,SV,1
8,4.0,6/24/2016 13:39:47,Games,2016,SV,1
8,3.0,6/24/2016 13:45:39,Games,2016,SV,1
8,4.0,6/24/2016 14:10:46,Games,2016,SV,1
8,3.0,6/24/2016 14:12:14,Games,2016,SV,1
8,4.0,6/24/2016 14:12:35,Games,2016,SV,1
8,4.0,6/24/2016 13:44:44,Intro,2016,SV,1
8,3.0,6/24/2016 13:45:54,Intro,2016,SV,1
8,4.0,6/24/2016 13:49:54,Intro,2016,SV,1
8,3.0,6/24/2016 13:50:04,Intro,2016,SV,1
8,4.0,6/24/2016 13:50:19,Intro,2016,SV,1
8,3.0,6/24/2016 13:51:46,Intro,2016,SV,1
8,3.0,6/24/2016 13:53:22,Intro,2016,SV,1
8,3.0,6/24/2016 13:55:06,Intro,2016,SV,1
10,3.0,6/24/2016 13:47:09,Apps,2016,SV,1
10,3.0,6/24/2016 13:47:20,Apps,2016,SV,1
10,3.0,6/24/2016 13:47:25,Apps,2016,SV,1
10,3.0,6/24/2016 13:49:23,Apps,2016,SV,1
10,3.0,6/24/2016 13:50:25,Apps,2016,SV,1
10,3.0,6/24/2016 13:50:34,Apps,2016,SV,1
10,4.0,6/24/2016 13:50:54,Apps,2016,SV,1
10,4.0,6/24/2016 13:51:20,Apps,2016,SV,1
10,3.0,6/24/2016 13:53:34,Apps,2016,SV,1
10,4.0,6/24/2016 13:54:13,Apps,2016,SV,1
10,4.0,6/24/2016 13:54:38,Apps,2016,SV,1
10,4.0,6/24/2016 13:30:55,Games,2016,SV,1
10,2.0,6/24/2016 13:33:00,Games,2016,SV,1
10,3.0,6/24/2016 13:34:13,Games,2016,SV,1
10,4.0,6/24/2016 14:05:25,Games,2016,SV,1
10,3.0,6/24/2016 13:44:05,Intro,2016,SV,1
10,2.0,6/24/2016 13:45:50,Intro,2016,SV,1
10,3.0,6/24/2016 13:47:01,Intro,2016,SV,1
10,3.0,6/24/2016 13:49:01,Intro,2016,SV,1
10,3.0,6/24/2016 13:49:44,Intro,2016,SV,1
10,3.0,6/24/2016 13:50:23,Intro,2016,SV,1
6,2.0,7/22/2016 16:15:37,Games,2016,LA,5
8,3.0,7/22/2016 16:16:07,Intro,2016,LA,5
10,3.0,7/22/2016 16:16:20,Intro,2016,LA,5
8,3.0,7/22/2016 16:17:04,Games,2016,LA,5
8,3.0,7/22/2016 16:17:09,Intro,2016,LA,5
8,3.0,7/22/2016 16:18:23,Games,2016,LA,5
10,3.0,7/22/2016 16:18:45,Intro,2016,LA,5
8,4.0,7/22/2016 16:19:58,Games,2016,LA,5
10,4.0,7/22/2016 16:20:25,Games,2016,LA,5
10,3.0,7/22/2016 16:20:30,Intro,2016,LA,5
8,3.0,7/22/2016 16:23:12,Games,2016,LA,5
8,3.0,7/22/2016 16:23:19,Games,2016,LA,5
8,3.0,7/29/2016 15:17:19,Apps,2016,SF,6
6,4.0,7/29/2016 16:21:52,Apps,2016,SF,6
4,3.0,7/29/2016 16:22:54,Apps,2016,SF,6
8,3.0,7/29/2016 16:54:46,Apps,2016,SF,6
6,4.0,7/29/2016 22:40:39,Apps,2016,SF,6
10,3.0,7/31/2016 23:10:54,Apps,2016,SF,6
2,3.0,7/30/2016 11:06:02,Apps,2016,SF,6
6,3.0,7/29/2016 15:23:30,Apps,2016,SF,6
10,3.0,7/29/2016 15:29:56,Apps,2016,SF,6
8,3.0,7/29/2016 15:34:35,Apps,2016,SF,6
10,3.0,7/29/2016 15:25:23,Apps,2016,SF,6
10,3.0,7/29/2016 15:17:52,Games,2016,SF,6
10,3.0,7/29/2016 15:14:11,Games,2016,SF,6
8,3.0,7/29/2016 15:13:01,Games,2016,SF,6
10,4.0,7/29/2016 17:07:36,Games,2016,SF,6
10,4.0,7/29/2016 15:50:15,Games,2016,SF,6
6,4.0,7/29/2016 15:36:20,Games,2016,SF,6
10,3.0,7/29/2016 18:46:09,Intro,2016,SF,6
10,3.0,7/29/2016 16:09:44,Intro,2016,SF,6
6,4.0,7/29/2016 15:00:35,Intro,2016,SF,6
10,3.0,7/29/2016 15:02:01,Intro,2016,SF,6
10,3.0,7/29/2016 15:09:17,Intro,2016,SF,6
8,3.0,7/30/2016 9:00:15,VR,2016,SF,6
8,4.0,7/29/2016 21:45:54,VR,2016,SF,6
8,3.0,7/30/2016 13:09:48,VR,2016,SF,6
8,3.0,7/29/2016 19:18:44,Unknown,2016,SG,6
10,5.0,7/29/2016 23:12:48,Unknown,2016,SG,6
10,3.0,7/30/2016 5:46:01,Unknown,2016,SG,6
8,3.0,7/30/2016 7:02:47,Unknown,2016,SG,6
6,5.0,7/31/2016 7:40:14,Unknown,2016,SG,6
10,3.0,7/31/2016 8:34:29,Unknown,2016,SG,6
6,3.0,8/5/2016 13:37:43,Apps,2016,SV,7
10,3.0,8/5/2016 13:37:50,Apps,2016,SV,7
6,3.0,8/5/2016 13:39:25,Apps,2016,SV,7
8,3.0,8/5/2016 13:39:27,Apps,2016,SV,7
8,3.0,8/5/2016 13:41:05,Apps,2016,SV,7
8,3.0,8/5/2016 13:43:54,Apps,2016,SV,7
6,3.0,8/5/2016 13:34:26,Apps,2016,SV,7
6,3.0,8/5/2016 13:35:21,Apps,2016,SV,7
10,3.0,8/5/2016 13:35:36,Apps,2016,SV,7
8,4.0,8/5/2016 13:36:39,Apps,2016,SV,7
8,3.0,8/5/2016 13:39:14,Apps,2016,SV,7
8,3.0,8/5/2016 13:36:43,Apps,2016,SV,7
8,3.0,8/5/2016 13:49:53,Apps,2016,SV,7
10,3.0,8/5/2016 13:34:54,Apps,2016,SV,7
8,3.0,8/5/2016 13:38:26,Apps,2016,SV,7
6,1.0,8/5/2016 13:51:09,Apps,2016,SV,7
10,2.0,8/5/2016 13:52:31,Apps,2016,SV,7
10,3.0,8/5/2016 13:35:43,Apps,2016,SV,7
6,3.0,8/5/2016 13:38:05,Apps,2016,SV,7
8,3.0,8/5/2016 13:35:03,Apps,2016,SV,7
4,3.0,8/5/2016 13:36:44,Apps,2016,SV,7
6,3.0,8/5/2016 13:38:33,Apps,2016,SV,7
6,4.0,8/5/2016 13:40:07,Apps,2016,SV,7
10,5.0,8/5/2016 13:34:18,Apps,2016,SV,7
10,4.0,8/5/2016 13:34:53,Games,2016,SV,7
6,3.0,8/5/2016 13:38:00,Games,2016,SV,7
10,3.0,8/5/2016 13:51:41,Games,2016,SV,7
10,4.0,8/5/2016 13:34:04,Games,2016,SV,7
10,5.0,8/5/2016 13:32:40,Games,2016,SV,7
8,3.0,8/5/2016 15:07:12,Games,2016,SV,7
8,3.0,8/5/2016 13:36:23,Games,2016,SV,7
10,3.0,8/5/2016 13:51:20,Games,2016,SV,7
8,4.0,8/5/2016 13:39:45,Games,2016,SV,7
10,3.0,8/5/2016 14:44:00,Games,2016,SV,7
6,3.0,8/5/2016 14:03:39,Games,2016,SV,7
8,4.0,8/5/2016 13:47:15,Intro,2016,SV,7
8,3.0,8/5/2016 13:45:29,Intro,2016,SV,7
10,3.0,8/5/2016 13:49:31,Intro,2016,SV,7
10,3.0,8/5/2016 13:47:02,Intro,2016,SV,7
10,3.0,8/5/2016 13:48:45,Intro,2016,SV,7
10,3.0,8/5/2016 13:44:33,Intro,2016,SV,7
10,4.0,8/5/2016 13:43:43,Intro,2016,SV,7
8,4.0,8/5/2016 13:44:24,Intro,2016,SV,7
8,3.0,8/5/2016 13:43:17,Intro,2016,SV,7
10,3.0,8/5/2016 13:51:18,Intro,2016,SV,7
8,2.0,8/5/2016 13:43:35,Intro,2016,SV,7
6,3.0,8/7/2016 17:45:06,Apps,2016,SV,7
10,3.0,7/15/2016 6:28:26,Apps,2016,NY,4
10,3.0,7/15/2016 6:29:53,Apps,2016,NY,4
8,3.0,7/15/2016 6:30:09,Apps,2016,NY,4
8,3.0,7/15/2016 6:30:24,Apps,2016,NY,4
8,4.0,7/15/2016 6:31:29,Games,2016,NY,4
8,4.0,7/15/2016 6:31:36,Intro,2016,NY,4
8,4.0,7/15/2016 6:32:19,Apps,2016,NY,4
10,3.0,7/15/2016 6:36:55,Apps,2016,NY,4
8,5.0,7/15/2016 6:37:43,Apps,2016,NY,4
10,3.0,7/15/2016 6:57:30,Apps,2016,NY,4
8,4.0,7/15/2016 7:03:28,Apps,2016,NY,4
8,4.0,7/15/2016 7:30:38,Games,2016,NY,4
10,3.0,7/15/2016 7:37:15,Apps,2016,NY,4
8,3.0,7/15/2016 7:47:54,Games,2016,NY,4
8,3.0,7/15/2016 10:11:32,Apps,2016,NY,4
8,3.0,7/15/2016 10:18:52,Apps,2016,NY,4
6,2.0,7/8/2016 15:56:20,Apps,2016,SF,3
10,3.0,7/8/2016 16:02:55,Apps,2016,SF,3
6,3.0,7/8/2016 16:19:51,Apps,2016,SF,3
2,3.0,7/8/2016 16:34:12,Apps,2016,SF,3
10,2.0,7/8/2016 16:39:27,Apps,2016,SF,3
10,5.0,7/8/2016 16:46:21,Apps,2016,SF,3
6,5.0,7/8/2016 17:33:28,Apps,2016,SF,3
10,3.0,7/9/2016 14:23:38,Apps,2016,SF,3
10,3.0,7/10/2016 20:55:08,Apps,2016,SF,3
10,3.0,7/8/2016 15:58:04,Games,2016,SF,3
10,4.0,7/8/2016 16:08:03,Games,2016,SF,3
10,3.0,7/8/2016 15:55:12,Intro,2016,SF,3
8,3.0,7/8/2016 15:56:10,Intro,2016,SF,3
8,3.0,7/8/2016 15:58:45,Intro,2016,SF,3
8,4.0,7/8/2016 16:40:17,Intro,2016,SF,3
10,3.0,7/8/2016 18:34:39,Intro,2016,SF,3
10,3.0,7/9/2016 8:14:45,Intro,2016,SF,3
10,3.0,7/8/2016 16:23:15,VR,2016,SF,3
8,4.0,7/8/2016 16:27:30,VR,2016,SF,3
2,5.0,7/8/2016 17:18:49,VR,2016,SF,3
8,4.0,7/8/2016 19:14:34,VR,2016,SF,3
6,4.0,7/11/2016 12:10:26,Intro,2016,SF,3
8,4.0,7/11/2016 12:39:56,Intro,2016,SF,3
6,5.0,6/24/2016 7:03:34,Games,2016,NY,1
6,3.0,6/24/2016 7:10:22,Games,2016,NY,1
6,3.0,6/24/2016 7:03:41,Apps,2016,NY,1
8,3.0,6/24/2016 7:04:59,Intro,2016,NY,1
8,4.0,6/24/2016 7:07:02,Intro,2016,NY,1
8,4.0,6/24/2016 7:08:41,Intro,2016,NY,1
8,4.0,6/24/2016 7:09:30,Intro,2016,NY,1
8,4.0,6/24/2016 7:01:03,Games,2016,NY,1
8,4.0,6/24/2016 7:02:43,Games,2016,NY,1
8,3.0,6/24/2016 7:03:48,Games,2016,NY,1
8,3.0,6/24/2016 7:06:04,Games,2016,NY,1
8,4.0,6/24/2016 7:06:24,Games,2016,NY,1
8,4.0,6/24/2016 7:01:19,Apps,2016,NY,1
8,4.0,6/24/2016 7:01:29,Apps,2016,NY,1
8,4.0,6/24/2016 7:02:20,Apps,2016,NY,1
8,3.0,6/24/2016 7:03:24,Apps,2016,NY,1
8,4.0,6/24/2016 7:03:25,Apps,2016,NY,1
8,2.0,6/24/2016 7:03:58,Apps,2016,NY,1
8,3.0,6/24/2016 7:06:59,Apps,2016,NY,1
8,4.0,6/24/2016 7:07:06,Apps,2016,NY,1
8,4.0,6/24/2016 7:08:37,Apps,2016,NY,1
8,3.0,6/24/2016 7:08:51,Apps,2016,NY,1
10,3.0,6/24/2016 7:01:55,Intro,2016,NY,1
10,3.0,6/24/2016 7:03:41,Intro,2016,NY,1
10,4.0,6/24/2016 7:06:21,Intro,2016,NY,1
10,4.0,6/24/2016 7:07:00,Intro,2016,NY,1
10,3.0,6/24/2016 7:04:34,Games,2016,NY,1
10,3.0,6/24/2016 7:08:15,Games,2016,NY,1
10,4.0,6/24/2016 7:12:49,Games,2016,NY,1
10,3.0,6/24/2016 7:03:41,Apps,2016,NY,1
10,4.0,6/24/2016 7:03:58,Apps,2016,NY,1
10,3.0,6/24/2016 7:04:09,Apps,2016,NY,1
10,3.0,6/24/2016 7:04:11,Apps,2016,NY,1
10,4.0,6/24/2016 7:05:51,Apps,2016,NY,1
10,4.0,6/24/2016 7:06:58,Apps,2016,NY,1
10,3.0,6/24/2016 7:07:26,Apps,2016,NY,1
10,3.0,6/24/2016 7:08:43,Apps,2016,NY,1
10,4.0,6/24/2016 7:18:32,Apps,2016,NY,1
10,3.0,6/24/2016 8:22:55,Apps,2016,NY,1
6,4.0,7/1/2016 13:27:56,Apps,2016,SV,2
6,5.0,7/1/2016 13:29:33,Apps,2016,SV,2
6,3.0,7/1/2016 13:29:43,Apps,2016,SV,2
6,4.0,7/1/2016 13:30:28,Apps,2016,SV,2
6,3.0,7/1/2016 13:34:11,Apps,2016,SV,2
6,3.0,7/1/2016 13:35:20,Apps,2016,SV,2
6,3.0,7/1/2016 16:35:14,Apps,2016,SV,2
6,4.0,7/1/2016 17:01:13,Apps,2016,SV,2
6,3.0,7/2/2016 9:50:36,Apps,2016,SV,2
6,3.0,7/1/2016 10:36:57,Games,2016,SV,2
6,5.0,7/1/2016 10:41:44,Games,2016,SV,2
6,3.0,7/1/2016 10:47:58,Games,2016,SV,2
6,3.0,7/1/2016 10:56:51,Games,2016,SV,2
6,4.0,7/4/2016 23:02:16,Intro,2016,SV,2
8,3.0,7/1/2016 13:27:10,Apps,2016,SV,2
8,3.0,7/1/2016 13:28:59,Apps,2016,SV,2
8,3.0,7/1/2016 13:29:07,Apps,2016,SV,2
8,4.0,7/1/2016 13:29:40,Apps,2016,SV,2
8,4.0,7/1/2016 13:30:05,Apps,2016,SV,2
8,3.0,7/1/2016 13:30:53,Apps,2016,SV,2
8,4.0,7/1/2016 13:31:04,Apps,2016,SV,2
8,3.0,7/1/2016 13:39:46,Apps,2016,SV,2
8,4.0,7/1/2016 13:41:30,Apps,2016,SV,2
8,3.0,7/1/2016 13:49:17,Apps,2016,SV,2
8,3.0,7/1/2016 15:59:22,Apps,2016,SV,2
8,3.0,7/1/2016 15:59:54,Apps,2016,SV,2
8,3.0,7/1/2016 16:02:57,Apps,2016,SV,2
8,4.0,7/1/2016 16:30:11,Apps,2016,SV,2
8,4.0,7/1/2016 16:32:24,Apps,2016,SV,2
8,4.0,7/1/2016 17:51:29,Apps,2016,SV,2
8,4.0,7/1/2016 9:46:04,Games,2016,SV,2
8,2.0,7/1/2016 9:47:30,Games,2016,SV,2
8,3.0,7/1/2016 10:41:18,Games,2016,SV,2
8,2.0,7/1/2016 10:41:34,Games,2016,SV,2
8,3.0,7/1/2016 10:45:47,Games,2016,SV,2
8,3.0,7/1/2016 13:12:22,Intro,2016,SV,2
8,3.0,7/1/2016 13:19:07,Intro,2016,SV,2
8,3.0,7/1/2016 13:25:54,Intro,2016,SV,2
8,4.0,7/1/2016 13:28:33,Intro,2016,SV,2
8,4.0,7/1/2016 13:29:01,Intro,2016,SV,2
8,3.0,7/1/2016 13:33:15,Intro,2016,SV,2
8,3.0,7/1/2016 13:33:28,Intro,2016,SV,2
10,3.0,7/1/2016 13:29:47,Apps,2016,SV,2
10,3.0,7/1/2016 13:30:07,Apps,2016,SV,2
10,4.0,7/1/2016 13:32:18,Apps,2016,SV,2
10,3.0,7/1/2016 16:01:17,Apps,2016,SV,2
10,4.0,7/1/2016 16:02:10,Apps,2016,SV,2
10,3.0,7/1/2016 16:04:18,Apps,2016,SV,2
10,3.0,7/1/2016 16:44:38,Apps,2016,SV,2
10,4.0,7/1/2016 9:41:30,Games,2016,SV,2
10,2.0,7/1/2016 10:43:14,Games,2016,SV,2
10,3.0,7/1/2016 10:47:06,Games,2016,SV,2
10,4.0,7/1/2016 10:47:57,Games,2016,SV,2
10,2.0,7/1/2016 13:25:32,Intro,2016,SV,2
10,5.0,7/1/2016 13:26:00,Intro,2016,SV,2
10,2.0,7/1/2016 13:28:10,Intro,2016,SV,2
8,3.0,7/8/2016 7:36:11,Unknown,2016,SG,3
10,3.0,7/8/2016 22:05:05,Unknown,2016,SG,3
10,3.0,7/15/2016 13:20:35,Unknown,2016,LA,4
10,3.0,7/15/2016 13:22:22,Unknown,2016,LA,4
10,3.0,7/15/2016 14:35:15,Unknown,2016,LA,4
10,4.0,7/15/2016 15:05:10,Unknown,2016,LA,4
6,3.0,7/15/2016 15:12:36,Unknown,2016,LA,4
8,3.0,7/15/2016 16:59:37,Unknown,2016,LA,4
8,3.0,7/15/2016 17:10:52,Unknown,2016,LA,4
8,3.0,7/15/2016 19:32:26,Unknown,2016,LA,4
10,5.0,8/5/2016 11:13:01,Apps,2016,SF,7
6,3.0,8/5/2016 11:17:11,Apps,2016,SF,7
10,3.0,8/5/2016 11:17:52,Apps,2016,SF,7
10,4.0,8/5/2016 11:18:01,Apps,2016,SF,7
8,3.0,8/5/2016 11:20:15,Apps,2016,SF,7
10,3.0,8/5/2016 11:21:10,Apps,2016,SF,7
10,3.0,8/5/2016 12:11:04,Apps,2016,SF,7
8,4.0,8/5/2016 19:14:21,Apps,2016,SF,7
10,3.0,8/5/2016 11:39:18,Games,2016,SF,7
10,4.0,8/5/2016 12:27:18,Games,2016,SF,7
8,3.0,8/5/2016 11:20:43,Intro,2016,SF,7
8,4.0,8/5/2016 11:38:52,Intro,2016,SF,7
10,3.0,8/5/2016 11:56:23,Intro,2016,SF,7
10,3.0,8/5/2016 12:35:08,Intro,2016,SF,7
8,5.0,8/7/2016 10:45:47,Intro,2016,SF,7
10,3.0,8/5/2016 11:21:38,VR,2016,SF,7
2,3.0,8/8/2016 8:35:18,VR,2016,SF,7
6,5.0,8/8/2016 8:39:01,VR,2016,SF,7
4,2.0,8/8/2016 9:41:39,VR,2016,SF,7
8,3.0,7/29/2016 13:46:28,Apps,2016,SV,6
10,3.0,7/29/2016 13:52:16,Apps,2016,SV,6
10,4.0,7/29/2016 16:10:41,Apps,2016,SV,6
8,3.0,7/29/2016 15:10:27,Apps,2016,SV,6
6,3.0,7/29/2016 14:18:21,Apps,2016,SV,6
6,3.0,7/29/2016 15:25:45,Apps,2016,SV,6
8,3.0,7/29/2016 16:41:48,Apps,2016,SV,6
10,3.0,7/29/2016 15:26:20,Apps,2016,SV,6
4,2.0,7/29/2016 13:20:33,Apps,2016,SV,6
8,3.0,7/29/2016 13:24:45,Apps,2016,SV,6
6,3.0,7/29/2016 13:47:43,Apps,2016,SV,6
10,3.0,7/29/2016 15:31:26,Apps,2016,SV,6
10,2.0,7/29/2016 15:28:06,Apps,2016,SV,6
6,3.0,7/29/2016 13:44:38,Games,2016,SV,6
8,3.0,7/29/2016 15:36:04,Games,2016,SV,6
8,3.0,7/29/2016 13:26:06,Games,2016,SV,6
10,3.0,7/29/2016 15:02:27,Games,2016,SV,6
8,3.0,7/29/2016 15:15:48,Games,2016,SV,6
8,4.0,7/29/2016 13:35:17,Games,2016,SV,6
8,4.0,7/29/2016 13:27:19,Games,2016,SV,6
6,4.0,7/29/2016 14:40:29,Games,2016,SV,6
8,3.0,7/29/2016 15:06:33,Games,2016,SV,6
8,4.0,7/29/2016 15:17:23,Games,2016,SV,6
8,2.0,7/29/2016 13:23:48,Games,2016,SV,6
10,3.0,7/29/2016 13:17:25,Intro,2016,SV,6
10,2.0,7/29/2016 13:19:14,Intro,2016,SV,6
10,3.0,7/29/2016 13:17:38,Intro,2016,SV,6
10,4.0,7/29/2016 13:46:22,Intro,2016,SV,6
6,4.0,7/29/2016 13:21:13,Intro,2016,SV,6
8,3.0,7/29/2016 13:11:56,Intro,2016,SV,6
8,3.0,7/29/2016 13:15:55,Intro,2016,SV,6
8,3.0,7/29/2016 13:16:10,Intro,2016,SV,6
8,3.0,7/29/2016 13:19:58,Intro,2016,SV,6
10,3.0,7/29/2016 13:17:35,Intro,2016,SV,6
8,2.0,7/29/2016 13:24:51,Intro,2016,SV,6
10,3.0,7/29/2016 0:19:08,Unknown,2016,HK,6
8,3.0,7/29/2016 0:22:41,Unknown,2016,HK,6
10,3.0,7/29/2016 0:23:17,Unknown,2016,HK,6
10,5.0,7/22/2016 13:29:33,Apps,2016,NY,5
10,3.0,7/22/2016 13:35:20,Apps,2016,NY,5
8,3.0,7/22/2016 13:36:39,Apps,2016,NY,5
8,3.0,7/22/2016 13:37:15,Apps,2016,NY,5
10,3.0,7/22/2016 13:40:21,Apps,2016,NY,5
8,4.0,7/22/2016 13:44:52,Apps,2016,NY,5
6,5.0,7/22/2016 13:50:50,Games,2016,NY,5
8,4.0,7/22/2016 13:50:50,Apps,2016,NY,5
10,4.0,7/22/2016 13:51:22,Apps,2016,NY,5
8,3.0,7/22/2016 13:51:35,Games,2016,NY,5
8,3.0,7/22/2016 13:51:36,Apps,2016,NY,5
8,4.0,7/22/2016 13:51:44,Games,2016,NY,5
8,3.0,7/22/2016 13:52:05,Intro,2016,NY,5
8,3.0,7/22/2016 13:52:19,Apps,2016,NY,5
10,3.0,7/22/2016 13:52:41,Games,2016,NY,5
8,3.0,7/22/2016 13:53:19,Apps,2016,NY,5
10,3.0,7/22/2016 13:53:31,Games,2016,NY,5
8,3.0,7/22/2016 13:53:56,Apps,2016,NY,5
10,3.0,7/22/2016 13:54:46,Games,2016,NY,5
10,3.0,7/22/2016 13:54:52,Apps,2016,NY,5
8,3.0,7/22/2016 13:57:13,Games,2016,NY,5
4,3.0,7/1/2016 16:35:14,Apps,2016,SF,2
6,2.0,7/1/2016 16:10:55,Apps,2016,SF,2
6,3.0,7/1/2016 17:00:26,Apps,2016,SF,2
6,3.0,7/3/2016 14:53:37,Apps,2016,SF,2
8,2.0,7/1/2016 15:35:19,Apps,2016,SF,2
8,2.0,7/1/2016 15:51:23,Apps,2016,SF,2
8,5.0,7/1/2016 16:07:02,Apps,2016,SF,2
8,3.0,7/1/2016 16:07:26,Apps,2016,SF,2
8,4.0,7/1/2016 16:08:19,Apps,2016,SF,2
8,4.0,7/1/2016 16:12:30,Apps,2016,SF,2
8,3.0,7/1/2016 16:19:32,Apps,2016,SF,2
8,5.0,7/1/2016 16:21:07,Apps,2016,SF,2
8,3.0,7/1/2016 16:41:10,Apps,2016,SF,2
8,3.0,7/1/2016 17:06:05,Apps,2016,SF,2
8,3.0,7/1/2016 17:18:27,Apps,2016,SF,2
8,2.0,7/1/2016 19:06:08,Apps,2016,SF,2
8,3.0,7/2/2016 0:32:56,Apps,2016,SF,2
10,3.0,7/1/2016 16:05:40,Apps,2016,SF,2
10,2.0,7/1/2016 16:07:13,Apps,2016,SF,2
10,3.0,7/1/2016 16:07:24,Apps,2016,SF,2
10,3.0,7/1/2016 16:07:58,Apps,2016,SF,2
10,4.0,7/1/2016 16:07:58,Apps,2016,SF,2
10,3.0,7/1/2016 16:08:49,Apps,2016,SF,2
10,3.0,7/1/2016 16:10:20,Apps,2016,SF,2
10,2.0,7/1/2016 16:10:46,Apps,2016,SF,2
10,3.0,7/1/2016 16:12:17,Apps,2016,SF,2
10,4.0,7/1/2016 16:19:33,Apps,2016,SF,2
10,3.0,7/1/2016 16:22:03,Apps,2016,SF,2
8,4.0,7/1/2016 16:10:34,Games,2016,SF,2
8,5.0,7/1/2016 16:23:13,Games,2016,SF,2
10,3.0,7/1/2016 16:07:04,Games,2016,SF,2
10,3.0,7/1/2016 16:15:04,Games,2016,SF,2
10,3.0,7/1/2016 16:15:41,Games,2016,SF,2
10,3.0,7/1/2016 16:16:13,Games,2016,SF,2
10,3.0,7/1/2016 16:17:34,Games,2016,SF,2
10,3.0,7/1/2016 16:18:02,Games,2016,SF,2
10,3.0,7/1/2016 16:18:02,Games,2016,SF,2
6,3.0,7/1/2016 15:40:51,Intro,2016,SF,2
8,2.0,7/1/2016 15:38:22,Intro,2016,SF,2
8,3.0,7/1/2016 15:40:24,Intro,2016,SF,2
8,3.0,7/1/2016 15:40:28,Intro,2016,SF,2
8,3.0,7/1/2016 15:42:15,Intro,2016,SF,2
8,4.0,7/1/2016 15:49:06,Intro,2016,SF,2
8,4.0,7/1/2016 15:50:59,Intro,2016,SF,2
8,4.0,7/1/2016 16:20:36,Intro,2016,SF,2
8,4.0,7/1/2016 17:13:25,Intro,2016,SF,2
8,3.0,7/5/2016 9:48:32,Intro,2016,SF,2
8,4.0,7/5/2016 16:07:37,Intro,2016,SF,2
8,3.0,7/5/2016 16:10:40,Intro,2016,SF,2
8,3.0,7/5/2016 16:11:11,Intro,2016,SF,2
10,4.0,7/1/2016 16:24:01,Intro,2016,SF,2
10,3.0,7/4/2016 18:31:39,Intro,2016,SF,2
10,3.0,7/5/2016 9:39:22,Intro,2016,SF,2
10,3.0,7/5/2016 10:15:27,Intro,2016,SF,2
10,3.0,7/5/2016 16:09:01,Intro,2016,SF,2
2,3.0,7/2/2016 12:45:15,VR,2016,SF,2
4,3.0,7/2/2016 12:49:55,VR,2016,SF,2
4,3.0,7/5/2016 12:00:21,VR,2016,SF,2
10,3.0,7/1/2016 15:35:33,VR,2016,SF,2
10,3.0,7/2/2016 21:55:49,VR,2016,SF,2
10,3.0,7/5/2016 11:30:35,VR,2016,SF,2
10,3.0,7/5/2016 18:24:11,VR,2016,SF,2
6,4.0,6/23/2016 15:55:12,Unknown,2016,LA,1
8,4.0,6/23/2016 16:14:04,Unknown,2016,LA,1
8,4.0,6/24/2016 0:18:42,Unknown,2016,LA,1
8,4.0,6/24/2016 6:59:42,Unknown,2016,LA,1
8,5.0,6/24/2016 9:40:16,Unknown,2016,LA,1
10,4.0,6/23/2016 22:07:29,Unknown,2016,LA,1
10,3.0,6/24/2016 9:34:14,Unknown,2016,LA,1
8,3.0,7/1/2016 5:41:15,Unknown,2016,SG,2
6,3.0,7/1/2016 8:52:52,Unknown,2016,SG,2
6,5.0,7/2/2016 7:49:54,Unknown,2016,SG,2
6,3.0,7/3/2016 19:14:57,Unknown,2016,SG,2
8,4.0,7/3/2016 19:21:48,Unknown,2016,SG,2
8,3.0,7/3/2016 19:27:27,Unknown,2016,SG,2
6,3.0,7/3/2016 20:00:26,Unknown,2016,SG,2
6,3.0,7/4/2016 3:03:20,Unknown,2016,SG,2
10,2.0,7/8/2016 12:52:08,Games,2016,SV,3
10,3.0,7/9/2016 15:22:45,Apps,2016,SV,3
8,3.0,7/8/2016 21:26:01,Games,2016,SV,3
8,3.0,7/8/2016 13:52:01,Apps,2016,SV,3
8,4.0,7/8/2016 14:00:28,Apps,2016,SV,3
10,3.0,7/8/2016 14:42:40,Apps,2016,SV,3
8,4.0,7/8/2016 14:03:46,Apps,2016,SV,3
6,4.0,7/8/2016 16:40:10,Apps,2016,SV,3
8,4.0,7/8/2016 13:58:12,Apps,2016,SV,3
6,4.0,7/8/2016 13:53:19,Apps,2016,SV,3
